user_id,name,email,signup_date
u1_000,Sidhartha,sidhartha0@test.org,2026-02-24
u1_001,Sidhartha,sidhartha1@example.com,2026-09-23
u1_002,Navadeep,navadeep2company.co,2026-07-15
u1_003,Harsha,harsha3@example.com,2026-02-22
u1_004,Rishikesh,rishikesh4@example.com,2026-03-26
u1_005,Sidhartha,sidhartha5@mail.com,2026-07-26
u1_006,Veda,veda6@mail.com,2026-07-12
u1_007,Harsha,harsha7@example.com,2026-03-11
u1_008,Rishikesh,rishikesh8@test.org,2026-05-12
u1_009,,mithilesh9@example.com,2026-01-13
u1_010,Sidhartha,sidhartha10@test.org,2026-06-26
u1_011,Sidhartha,sidhartha11@mail.com,2026-03-12
u1_012,Navadeep,navadeep12@example.com,2026-05-21
u1_013,Rishikesh,rishikesh13@example.com,2026-09-13
u1_014,Veda,veda14@company.co,2026-06-23
u1_015,Harsha,harsha15@company.co,2026-07-12
u1_016,Navadeep,navadeep16@mail.com,2026-02-14
u1_017,Veda,veda17@example.com,2026-09-23
u1_018,Sidhartha,sidhartha18example.com,2026-03-10
u1_019,Krish,krish19@example.com,2026-03-10
u1_020,Navadeep,navadeep20@example.com,2026-09-25
u1_021,Veda,veda21@company.co,2026-06-22
u1_022,Krish,krish22@example.com,2026-02-16
u1_023,Jagadeesh,jagadeesh23@mail.com,2026-07-18
u1_024,Jagadeesh,jagadeesh24@test.org,2026-07-21
u1_025,Harsha,harsha25@mail.com,2026-09-15
u1_026,Ramana,ramana26@example.com,2026-04-19
u1_027,Ramana,ramana27@test.org,2026-04-16
u1_028,Jagadeesh,jagadeesh28@company.co,2026-04-11
u1_029,Sidhartha,sidhartha29@example.com,2026-02-10
u1_030,Harsha,harsha30@example.com,2026-06-18
u1_031,Ramana,ramana31@mail.com,2026-08-22
u1_032,Rishikesh,rishikesh32@mail.com,2026-01-13
u1_033,Ramana,ramana33@example.com,2026-07-16
u1_034,Jagadeesh,jagadeesh34@company.co,2026-02-10
u1_035,Rishikesh,rishikesh35@company.co,2026-02-20
u1_036,Navadeep,navadeep36@test.org,2026-09-14
u1_037,Mithilesh,mithilesh37@mail.com,2026-04-16
u1_038,Ramana,ramana38@example.com,2026-02-18
u1_039,Sidhartha,sidhartha39@test.org,2026-02-25
u1_040,Navadeep,navadeep40@mail.com,2026-06-17
u1_041,Harsha,harsha41@mail.com,2026-08-14
u1_042,Veda,veda42@company.co,2026-05-25
u1_043,Sidhartha,sidhartha43@test.org,2026-09-25
u1_044,Mithilesh,mithilesh44company.co,2026-07-26
u1_045,Krish,krish45@mail.com,2026-03-10
u1_046,Krish,krish46@example.com,2026-04-16
u1_047,Ramana,ramana47@example.com,2026-05-15
u1_048,Sidhartha,sidhartha48company.co,2026-07-19
u1_049,Krish,krish49@test.org,2026-08-24
