user_id,name,email,signup_date
u7_000,Mithilesh,mithilesh0@example.com,2026-01-18
u7_001,Rishikesh,rishikesh1@company.co,2026-01-27
u7_002,Mithilesh,mithilesh2@mail.com,2026-05-28
u7_003,Navadeep,navadeep3@company.co,2026-01-17
u7_004,Rishikesh,rishikesh4example.com,2026-07-22
u7_005,Navadeep,navadeep5@test.org,2026-05-22
u7_006,Harsha,harsha6@company.co,2026-09-16
u7_007,,krish7@test.org,2026-09-27
u7_008,Navadeep,navadeep8@mail.com,2026-08-17
u7_009,Navadeep,navadeep9@test.org,2026-07-25
u7_010,Sidhartha,sidhartha10@company.co,2026-05-27
u7_011,Harsha,harsha11@mail.com,2026-01-16
u7_012,Krish,krish12@test.org,2026-02-11
u7_013,Navadeep,navadeep13@example.com,2026-07-20
u7_014,Krish,krish14@company.co,2026-04-23
u7_015,Veda,veda15@company.co,2026-03-18
u7_016,Sidhartha,sidhartha16@test.org,2026-02-13
u7_017,Jagadeesh,jagadeesh17@company.co,2026-08-12
u7_018,Krish,krish18@mail.com,2026-04-23
u7_019,Navadeep,navadeep19@example.com,2026-03-21
u7_020,Navadeep,navadeep20example.com,2026-02-15
u7_021,Veda,veda21@company.co,2026-02-18
u7_022,Navadeep,navadeep22mail.com,2026-08-13
u7_023,Sidhartha,sidhartha23@mail.com,2026-07-10
u7_024,Veda,veda24@example.com,2026-06-28
u7_025,Navadeep,navadeep25@company.co,2026-09-26
u7_026,Mithilesh,mithilesh26mail.com,2026-01-17
u7_027,Harsha,harsha27@test.org,2026-02-25
u7_028,Sidhartha,sidhartha28@test.org,2026-09-10
u7_029,Jagadeesh,jagadeesh29@test.org,2026-02-24
u7_030,Ramana,ramana30@example.com,2026-08-28
u7_031,Rishikesh,rishikesh31@test.org,2026-07-15
u7_032,Veda,veda32@mail.com,2026-03-17
u7_033,Veda,veda33@test.org,2026-04-11
u7_034,Krish,krish34@company.co,2026-01-13
u7_035,Krish,krish35@example.com,2026-09-23
u7_036,Ramana,ramana36@test.org,2026-05-16
u7_037,Sidhartha,sidhartha37@company.co,2026-05-20
u7_038,Harsha,harsha38@test.org,2026-04-14
u7_039,Navadeep,navadeep39@mail.com,2026-02-11
u7_040,Krish,krish40@test.org,2026-02-23
u7_041,Ramana,ramana41@example.com,2026-04-21
u7_042,Mithilesh,mithilesh42@test.org,2026-02-14
u7_043,Navadeep,navadeep43@example.com,2026-04-12
u7_044,Krish,krish44@example.com,2026-08-12
u7_045,Ramana,ramana45@mail.com,2026-06-25
u7_046,Sidhartha,sidhartha46@test.org,2026-06-16
u7_047,Veda,veda47@example.com,2026-03-25
u7_048,Veda,veda48@company.co,2026-02-12
u7_049,Sidhartha,sidhartha49@mail.com,2026-07-14
