user_id,name,email,signup_date
u3_000,Harsha,harsha0@example.com,2026-08-10
u3_001,Krish,krish1@test.org,2026-02-19
u3_002,Harsha,harsha2@example.com,2026-03-18
u3_003,Rishikesh,rishikesh3@mail.com,2026-07-12
u3_004,Jagadeesh,jagadeesh4@mail.com,2026-01-11
u3_005,,rishikesh5@test.org,2026-05-21
u3_006,Navadeep,navadeep6@example.com,2026-07-12
u3_007,Harsha,harsha7@test.org,2026-06-22
u3_008,Mithilesh,mithilesh8@test.org,2026-01-25
u3_009,Navadeep,navadeep9@mail.com,2026-06-14
u3_010,Harsha,harsha10@mail.com,2026-08-23
u3_011,Veda,veda11@mail.com,2026-07-22
u3_012,Jagadeesh,jagadeesh12@mail.com,2026-08-27
u3_013,Krish,krish13@company.co,2026-01-26
u3_014,Harsha,harsha14@test.org,2026-06-19
u3_015,Rishikesh,rishikesh15@mail.com,2026-01-18
u3_016,Harsha,harsha16company.co,2026-02-10
u3_017,,navadeep17@test.org,2026-08-24
u3_018,Ramana,ramana18@test.org,2026-05-17
u3_019,,mithilesh19@mail.com,2026-08-10
u3_020,Rishikesh,rishikesh20@example.com,2026-05-25
u3_021,,krish21@mail.com,2026-04-12
u3_022,Krish,krish22@example.com,2026-03-22
u3_023,Rishikesh,rishikesh23@example.com,2026-08-22
u3_024,Veda,veda24@company.co,2026-07-22
u3_025,Rishikesh,rishikesh25@example.com,2026-02-20
u3_026,Jagadeesh,jagadeesh26mail.com,2026-06-21
u3_027,Sidhartha,sidhartha27@mail.com,2026-07-26
u3_028,Mithilesh,mithilesh28@example.com,2026-07-28
u3_029,Harsha,harsha29@company.co,2026-01-17
u3_030,Ramana,ramana30@mail.com,2026-01-11
u3_031,,krish31@test.org,2026-05-20
u3_032,Sidhartha,sidhartha32@company.co,2026-01-22
u3_033,Sidhartha,sidhartha33@company.co,2026-01-22
u3_034,Ramana,ramana34@company.co,2026-01-12
u3_035,Navadeep,navadeep35@test.org,2026-02-27
u3_036,Rishikesh,rishikesh36@company.co,2026-06-17
u3_037,Harsha,harsha37@company.co,2026-06-14
u3_038,Krish,krish38@company.co,2026-02-27
u3_039,Rishikesh,rishikesh39@mail.com,2026-02-10
u3_040,Rishikesh,rishikesh40@test.org,2026-05-27
u3_041,Rishikesh,rishikesh41@test.org,2026-07-28
u3_042,Veda,veda42@company.co,2026-04-10
u3_043,Ramana,ramana43@example.com,2026-02-27
u3_044,Harsha,harsha44@company.co,2026-01-23
u3_045,Mithilesh,mithilesh45@test.org,2026-06-24
u3_046,Mithilesh,mithilesh46@test.org,2026-05-18
u3_047,Harsha,harsha47@company.co,2026-06-14
u3_048,Sidhartha,sidhartha48@test.org,2026-04-13
u3_049,Rishikesh,rishikesh49@company.co,2026-09-24
